date,volume,open,open_difference_daily,open_difference_daily_percentage,open_difference_weekly,open_difference_weekly_percentage,close,close_difference_daily,close_difference_daily_percentage,close_difference_weekly,close_difference_weekly_percentage,low,low_difference_daily,low_difference_daily_percentage,low_difference_weekly,low_difference_weekly_percentage,high,high_difference_daily,high_difference_daily_percentage,high_difference_weekly,high_difference_weekly_percentage
2015/11/24,170991800.0000,29.3325,-0.485,-1.6266,0.6025,2.0971,29.7200,0.2825,0.9597,1.2975,4.565,29.2800,-0.055,-0.1875,0.95,3.3533,29.8375,-0.095,-0.3174,1.075,3.7375
2015/11/25,85367840.0000,29.8025,0.47,1.6023,0.8625,2.9803,29.5075,-0.2125,-0.715,0.185,0.6309,29.4800,0.2,0.6831,0.605,2.0952,29.8075,-0.03,-0.1005,0.435,1.481
2015/11/27,52185800.0000,29.5725,-0.23,-0.7717,0.1625,0.5525,29.4525,-0.055,-0.1864,-0.2425,-0.8166,29.4000,-0.08,-0.2714,0.21,0.7194,29.6025,-0.205,-0.6877,-0.335,-1.119
2015/11/30,152252520.0000,29.4975,-0.075,-0.2536,-0.3025,-1.0151,29.5750,0.1225,0.4159,-0.25,-0.8382,29.4375,0.0375,0.1276,-0.275,-0.9255,29.8525,0.25,0.8445,-0.1275,-0.4253
2015/12/01,139225000.0000,29.6875,0.19,0.6441,-0.13,-0.436,29.3350,-0.24,-0.8115,-0.1025,-0.3482,29.2150,-0.2225,-0.7558,-0.12,-0.4091,29.7025,-0.15,-0.5025,-0.23,-0.7684
2015/12/02,133267960.0000,29.2625,-0.425,-1.4316,-0.07,-0.2386,29.0700,-0.265,-0.9034,-0.65,-2.1871,29.0200,-0.195,-0.6675,-0.26,-0.888,29.5275,-0.175,-0.5892,-0.31,-1.039
2015/12/03,166045520.0000,29.1375,-0.125,-0.4272,-0.665,-2.2314,28.8000,-0.27,-0.9288,-0.7075,-2.3977,28.5550,-0.465,-1.6023,-0.925,-3.1377,29.1975,-0.33,-1.1176,-0.61,-2.0465
2015/12/04,230871480.0000,28.8225,-0.315,-1.0811,-0.75,-2.5361,29.7575,0.9575,3.3247,0.305,1.0356,28.7775,0.2225,0.7792,-0.6225,-2.1173,29.8125,0.615,2.1063,0.21,0.7094
2015/12/07,128252400.0000,29.7450,0.9225,3.2006,0.2475,0.8391,29.5700,-0.1875,-0.6301,-0.005,-0.0169,29.4525,0.675,2.3456,0.015,0.051,29.9650,0.1525,0.5115,0.1125,0.3769
2015/12/08,137101680.0000,29.3800,-0.365,-1.2271,-0.3075,-1.0358,29.5575,-0.0125,-0.0423,0.2225,0.7585,29.2150,-0.2375,-0.8064,0.0,0.0,29.6500,-0.315,-1.0512,-0.0525,-0.1768
